Page ID	Title	Author	Composition Year	Original Language	Translator	Translation Year	Project	Subject	Source URL	Text
272849	La Cicceide legittima/I/CLIV									
272854	La Cicceide legittima/I/CLIX									
272850	La Cicceide legittima/I/CLV									
272851	La Cicceide legittima/I/CLVI									
272852	La Cicceide legittima/I/CLVII									
272853	La Cicceide legittima/I/CLVIII									
272855	La Cicceide legittima/I/CLX									
272856	La Cicceide legittima/I/CLXI									
272858	La Cicceide legittima/I/CLXII									
272860	La Cicceide legittima/I/CLXIII									
272861	La Cicceide legittima/I/CLXIV									
272866	La Cicceide legittima/I/CLXIX									
272862	La Cicceide legittima/I/CLXV									
272863	La Cicceide legittima/I/CLXVI									
272864	La Cicceide legittima/I/CLXVII									
272865	La Cicceide legittima/I/CLXVIII									
272867	La Cicceide legittima/I/CLXX									
272868	La Cicceide legittima/I/CLXXI									
272869	La Cicceide legittima/I/CLXXII									
272870	La Cicceide legittima/I/CLXXIII									
272871	La Cicceide legittima/I/CLXXIV									
272877	La Cicceide legittima/I/CLXXIX									
272872	La Cicceide legittima/I/CLXXV									
272874	La Cicceide legittima/I/CLXXVI									
272875	La Cicceide legittima/I/CLXXVII									
272876	La Cicceide legittima/I/CLXXVIII									
272878	La Cicceide legittima/I/CLXXX									
272879	La Cicceide legittima/I/CLXXXI									
272880	La Cicceide legittima/I/CLXXXII									
272881	La Cicceide legittima/I/CLXXXIII									
272882	La Cicceide legittima/I/CLXXXIV									
272888	La Cicceide legittima/I/CLXXXIX									
272884	La Cicceide legittima/I/CLXXXV									
272885	La Cicceide legittima/I/CLXXXVI									
272886	La Cicceide legittima/I/CLXXXVII									
272887	La Cicceide legittima/I/CLXXXVIII									
271442	La Cicceide legittima/I/CV									
271443	La Cicceide legittima/I/CVI									
271444	La Cicceide legittima/I/CVII									
271445	La Cicceide legittima/I/CVIII									
271447	La Cicceide legittima/I/CX									
272889	La Cicceide legittima/I/CXC									
272890	La Cicceide legittima/I/CXCI									
272891	La Cicceide legittima/I/CXCII									
272892	La Cicceide legittima/I/CXCIII									
272894	La Cicceide legittima/I/CXCIV									
272901	La Cicceide legittima/I/CXCIX									
272896	La Cicceide legittima/I/CXCV									
272897	La Cicceide legittima/I/CXCVI									
272898	La Cicceide legittima/I/CXCVII									
272899	La Cicceide legittima/I/CXCVIII									
271448	La Cicceide legittima/I/CXI									
271449	La Cicceide legittima/I/CXII									
271450	La Cicceide legittima/I/CXIII									
271451	La Cicceide legittima/I/CXIV									
271456	La Cicceide legittima/I/CXIX									
272833	La Cicceide legittima/I/CXL									
272835	La Cicceide legittima/I/CXLI									
272837	La Cicceide legittima/I/CXLII									
272838	La Cicceide legittima/I/CXLIII									
272839	La Cicceide legittima/I/CXLIV									
272844	La Cicceide legittima/I/CXLIX									
272840	La Cicceide legittima/I/CXLV									
272841	La Cicceide legittima/I/CXLVI									
272842	La Cicceide legittima/I/CXLVII									
272843	La Cicceide legittima/I/CXLVIII									
271452	La Cicceide legittima/I/CXV									
271453	La Cicceide legittima/I/CXVI									
271454	La Cicceide legittima/I/CXVII									
271455	La Cicceide legittima/I/CXVIII									
271457	La Cicceide legittima/I/CXX									
271458	La Cicceide legittima/I/CXXI									
271459	La Cicceide legittima/I/CXXII									
271460	La Cicceide legittima/I/CXXIII									
271461	La Cicceide legittima/I/CXXIV									
272544	La Cicceide legittima/I/CXXIX									
271462	La Cicceide legittima/I/CXXV									
271463	La Cicceide legittima/I/CXXVI									
271477	La Cicceide legittima/I/CXXVII									
271898	La Cicceide legittima/I/CXXVIII									
272823	La Cicceide legittima/I/CXXX									
272824	La Cicceide legittima/I/CXXXI									
272825	La Cicceide legittima/I/CXXXII									
272826	La Cicceide legittima/I/CXXXIII									
272827	La Cicceide legittima/I/CXXXIV									
272832	La Cicceide legittima/I/CXXXIX									
272828	La Cicceide legittima/I/CXXXV									
272829	La Cicceide legittima/I/CXXXVI									
272830	La Cicceide legittima/I/CXXXVII									
272831	La Cicceide legittima/I/CXXXVIII									
271262	La Cicceide legittima/I/I									
271297	La Cicceide legittima/I/II									
271298	La Cicceide legittima/I/III									
271299	La Cicceide legittima/I/IV									
271310	La Cicceide legittima/I/IX									
271508	La Cicceide legittima/I/L									
271509	La Cicceide legittima/I/LI									
271510	La Cicceide legittima/I/LII									
271511	La Cicceide legittima/I/LIII									
271512	La Cicceide legittima/I/LIV									
271517	La Cicceide legittima/I/LIX									
271513	La Cicceide legittima/I/LV									
271514	La Cicceide legittima/I/LVI									
271515	La Cicceide legittima/I/LVII									
271516	La Cicceide legittima/I/LVIII									
271518	La Cicceide legittima/I/LX									
271365	La Cicceide legittima/I/LXI									
271366	La Cicceide legittima/I/LXII									
271367	La Cicceide legittima/I/LXIII									
271368	La Cicceide legittima/I/LXIV									
271373	La Cicceide legittima/I/LXIX									
271369	La Cicceide legittima/I/LXV									
271370	La Cicceide legittima/I/LXVI									
271371	La Cicceide legittima/I/LXVII									
271372	La Cicceide legittima/I/LXVIII									
271374	La Cicceide legittima/I/LXX									
271375	La Cicceide legittima/I/LXXI									
271403	La Cicceide legittima/I/LXXII									
271404	La Cicceide legittima/I/LXXIII									
271405	La Cicceide legittima/I/LXXIV									
271410	La Cicceide legittima/I/LXXIX									
271406	La Cicceide legittima/I/LXXV									
271407	La Cicceide legittima/I/LXXVI									
271408	La Cicceide legittima/I/LXXVII									
271409	La Cicceide legittima/I/LXXVIII									
271411	La Cicceide legittima/I/LXXX									
271417	La Cicceide legittima/I/LXXXI									
271419	La Cicceide legittima/I/LXXXII									
271420	La Cicceide legittima/I/LXXXIII									
271421	La Cicceide legittima/I/LXXXIV									
271426	La Cicceide legittima/I/LXXXIX									
271422	La Cicceide legittima/I/LXXXV									
271423	La Cicceide legittima/I/LXXXVI									
271424	La Cicceide legittima/I/LXXXVII									
271425	La Cicceide legittima/I/LXXXVIII									
271300	La Cicceide legittima/I/V									
271301	La Cicceide legittima/I/VI									
271304	La Cicceide legittima/I/VII									
271309	La Cicceide legittima/I/VIII									
271311	La Cicceide legittima/I/X									
271427	La Cicceide legittima/I/XC									
271428	La Cicceide legittima/I/XCI									
271429	La Cicceide legittima/I/XCII									
271430	La Cicceide legittima/I/XCIII									
271431	La Cicceide legittima/I/XCIV									
271436	La Cicceide legittima/I/XCIX									
271432	La Cicceide legittima/I/XCV									
271433	La Cicceide legittima/I/XCVI									
271434	La Cicceide legittima/I/XCVII									
271435	La Cicceide legittima/I/XCVIII									
271312	La Cicceide legittima/I/XI									
271313	La Cicceide legittima/I/XII									
271314	La Cicceide legittima/I/XIII									
271315	La Cicceide legittima/I/XIV									
271345	La Cicceide legittima/I/XIX									
271364	La Cicceide legittima/I/XL									
271492	La Cicceide legittima/I/XLI									
271493	La Cicceide legittima/I/XLII									
271494	La Cicceide legittima/I/XLIII									
271495	La Cicceide legittima/I/XLIV									
271507	La Cicceide legittima/I/XLIX									
271496	La Cicceide legittima/I/XLV									
271497	La Cicceide legittima/I/XLVI									
271498	La Cicceide legittima/I/XLVII									
271506	La Cicceide legittima/I/XLVIII									
271316	La Cicceide legittima/I/XV									
271317	La Cicceide legittima/I/XVI									
271320	La Cicceide legittima/I/XVII									
271321	La Cicceide legittima/I/XVIII									
271346	La Cicceide legittima/I/XX									
271347	La Cicceide legittima/I/XXI									
271348	La Cicceide legittima/I/XXII									
271349	La Cicceide legittima/I/XXIII									
271350	La Cicceide legittima/I/XXIV									
271355	La Cicceide legittima/I/XXIX									
271353	La Cicceide legittima/I/XXV									
271352	La Cicceide legittima/I/XXVI									
271351	La Cicceide legittima/I/XXVII									
271354	La Cicceide legittima/I/XXVIII									
271356	La Cicceide legittima/I/XXX									
271357	La Cicceide legittima/I/XXXI									
271358	La Cicceide legittima/I/XXXII									
271359	La Cicceide legittima/I/XXXIII									
271360	La Cicceide legittima/I/XXXIV									
271363	La Cicceide legittima/I/XXXIX									
271491	La Cicceide legittima/I/XXXV									
271490	La Cicceide legittima/I/XXXVI									
271361	La Cicceide legittima/I/XXXVII									
271362	La Cicceide legittima/I/XXXVIII									
272936	La Cicceide legittima/II/II									
272937	La Cicceide legittima/II/III									
273766	La Cicceide legittima/II/IV									
273775	La Cicceide legittima/II/IX									
273892	La Cicceide legittima/II/L									
273893	La Cicceide legittima/II/LI									
273894	La Cicceide legittima/II/LII									
273895	La Cicceide legittima/II/LIII									
273896	La Cicceide legittima/II/LIV									
273901	La Cicceide legittima/II/LIX									
273897	La Cicceide legittima/II/LV									
273898	La Cicceide legittima/II/LVI									
273899	La Cicceide legittima/II/LVII									
273900	La Cicceide legittima/II/LVIII									
273902	La Cicceide legittima/II/LX									
273903	La Cicceide legittima/II/LXI									
273904	La Cicceide legittima/II/LXII									
273905	La Cicceide legittima/II/LXIII									
273906	La Cicceide legittima/II/LXIV									
273911	La Cicceide legittima/II/LXIX									
273907	La Cicceide legittima/II/LXV									
273908	La Cicceide legittima/II/LXVI									
273909	La Cicceide legittima/II/LXVII									
273910	La Cicceide legittima/II/LXVIII									
273912	La Cicceide legittima/II/LXX									
273913	La Cicceide legittima/II/LXXI									
273914	La Cicceide legittima/II/LXXII									
273915	La Cicceide legittima/II/LXXIII									
273916	La Cicceide legittima/II/LXXIV									
273922	La Cicceide legittima/II/LXXIX									
273917	La Cicceide legittima/II/LXXV									
273918	La Cicceide legittima/II/LXXVI									
273919	La Cicceide legittima/II/LXXVII									
273920	La Cicceide legittima/II/LXXVIII									
273923	La Cicceide legittima/II/LXXX									
273767	La Cicceide legittima/II/V									
273769	La Cicceide legittima/II/VI									
273770	La Cicceide legittima/II/VII									
273774	La Cicceide legittima/II/VIII									
273777	La Cicceide legittima/II/X									
273778	La Cicceide legittima/II/XI									
273780	La Cicceide legittima/II/XII									
273781	La Cicceide legittima/II/XIII									
273783	La Cicceide legittima/II/XIV									
273790	La Cicceide legittima/II/XIX									
273882	La Cicceide legittima/II/XL									
273883	La Cicceide legittima/II/XLI									
273884	La Cicceide legittima/II/XLII									
273885	La Cicceide legittima/II/XLIII									
273886	La Cicceide legittima/II/XLIV									
273891	La Cicceide legittima/II/XLIX									
273887	La Cicceide legittima/II/XLV									
273888	La Cicceide legittima/II/XLVI									
273889	La Cicceide legittima/II/XLVII									
273890	La Cicceide legittima/II/XLVIII									
273784	La Cicceide legittima/II/XV									
273786	La Cicceide legittima/II/XVI									
273787	La Cicceide legittima/II/XVII									
273789	La Cicceide legittima/II/XVIII									
273792	La Cicceide legittima/II/XX									
273793	La Cicceide legittima/II/XXI									
273795	La Cicceide legittima/II/XXII									
273796	La Cicceide legittima/II/XXIII									
273798	La Cicceide legittima/II/XXIV									
273806	La Cicceide legittima/II/XXIX									
273799	La Cicceide legittima/II/XXV									
273801	La Cicceide legittima/II/XXVI									
273802	La Cicceide legittima/II/XXVII									
273804	La Cicceide legittima/II/XXVIII									
273807	La Cicceide legittima/II/XXX									
273810	La Cicceide legittima/II/XXXI									
273811	La Cicceide legittima/II/XXXII									
273814	La Cicceide legittima/II/XXXIII									
273815	La Cicceide legittima/II/XXXIV									
273881	La Cicceide legittima/II/XXXIX									
273818	La Cicceide legittima/II/XXXV									
273819	La Cicceide legittima/II/XXXVI									
273822	La Cicceide legittima/II/XXXVII									
273824	La Cicceide legittima/II/XXXVIII									
116728	La Circe	Giovanni Battista Gelli	1549					sonetti	Indice:Opere di Giovan-Batista Gelli.djvu	
120795	La città nel mare	Edgar Allan Poe	1845	inglese	Ernesto Ragazzoni	XIX secolo	letteratura	poesie		"Ecco, la morte s’è rizzato un trono
lungi in una città strana e silente
in fondo al remotissimo occidente,
ove il povero, il ricco, il tristo, il buono,
{{R|5}}dormono il loro sonno eternamente.

Ivi palagi ed are e torri e mura
(mura che il tempo ha rose, ma non spezza)
sono di mai veduta architettura
e intorno, oblïate dalla brezza,
{{R|10}}sotto il ciel, rassegnate a la tristezza,
l’acque stagnano in livida pianura.

Raggio di sole mai scende su quella
città che eterna nella notte langue.
Ma un bagliore dal mar, rosso di sangue,
{{R|15}}sale tacito ad ogni torricella,
splende sui dômi aerei, lontani,
sugli obelischi serra le spirali,
delle moli sugli archi trionfali
serra le reggie sugli spalti immani,
{{R|20}}serra i pergoli d’edere scolpite
e di marmorei fiori, i penetrali
da gran tempo oblïati, serra l’are
ove sono conteste in foggie rare
la viola, la mammola e la vite.
{{R|25}}Sotto il ciel rassegnato stagna il mare
le malinconiche acque intorpidite,
e sì bene si fonde questa varia
compagine di torri al suo riflesso,
che il paësaggio par sospeso in aria.
{{R|30}}E intanto, gigantesca, dall’accesso
ultimo della terra giù gagliarda
veglia la Morte, e intensamente guarda.

Templi aperti a fior d’acqua e schiusi avelli
si discoprono sotto al poco lume
{{R|35}}che vien dal mare, ma non i gioiëlli
che scintillan negli occhi d’ogni nume
ne’ templi, o i morti rifulgenti d’oro
entro le tombe in bei paludamenti,
tentan l’acque ad uscir dagli alvi loro.
{{R|40}}Ohimè! Non i più lievi increspamenti
su quella solitudine di vetro;
non ondata ricorda che una brezza
forse spira su mare meno tetro;
non un murmure narra che carezza
{{R|45}}d’aure sia corsa mai su oceano meno
terribilmente immobile e sereno.

Ma un brivido per l’aria ecco trascorre
ed un’onda s’increspa finalmente
come se, profondandosi, ogni torre
{{R|50}}di poco dentro l’aure sonnolente
le avesse intorno ridestate e mosse,
ed ogni lor pinnacolo si fosse
ritratto dentro il ciel, lasciando un vano.
L’onde, come giammai, brillano rosse,
{{R|55}}l’ore han suono più fievole e lontano,
ed allor che tra un pianto non più umano
e fra non più terrene implorazïoni
sarà tutta affondata la città,
l’inferno, in piedi, da’ suoi mille troni,
{{R|60}}con un inchino la riverirà."
306414	La cojjonella	Giuseppe Gioachino Belli	1832				letteratura	sonetti	Indice:Sonetti romaneschi II.djvu	
308478	La cojjonella de la ssciabbolotta	Giuseppe Gioachino Belli	1844				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
306876	La colazzione nova	Giuseppe Gioachino Belli	1834				letteratura	sonetti	Indice:Sonetti romaneschi III.djvu	
854036	La collètta p'er tempo bbono	Giuseppe Gioachino Belli	XIX secolo				letteratura	sonetti	Indice:Sonetti romaneschi VI.djvu	
306163	La colonna de piazza-Colonna	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
306160	La Colonna trojana	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
306017	La colómma de mamma sua	Giuseppe Gioachino Belli	XIX secolo				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
308316	La commare	Giuseppe Gioachino Belli	1837				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
307581	La commare accipùta	Giuseppe Gioachino Belli	1835				letteratura	sonetti	Indice:Sonetti romaneschi VI.djvu	
308657	La commare de l'aritirato	Giuseppe Gioachino Belli	1847				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
306691	La Commare der bon-conzijjo	Giuseppe Gioachino Belli	1833				letteratura	sonetti	Indice:Sonetti romaneschi III.djvu	
67426	La Commedia	Jacopo Alighieri	XIV secolo				letteratura	Poesie	Indice:Le Rime di Cino da Pistoia.djvu	
306164	La commedia	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
307523	La Commedia de musica	Giuseppe Gioachino Belli	1833				letteratura	sonetti	Indice:Sonetti romaneschi VI.djvu	
308435	La commedia der Trocquato	Giuseppe Gioachino Belli	1843				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
308300	La commuggnone in fiocchi	Giuseppe Gioachino Belli	1836				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
308380	La commuggnón de bbeni	Giuseppe Gioachino Belli	1837				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
306877	La Compaggnia de Santi-petti	Giuseppe Gioachino Belli	1834				letteratura	sonetti	Indice:Sonetti romaneschi III.djvu	
306187	La Compaggnia de Vascellari	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
306105	La Compagnia de li servitori	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
308454	La compassion de la commare	Giuseppe Gioachino Belli	1843				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
308528	La compassion de le disgrazzie	Giuseppe Gioachino Belli	1845				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
306595	La comprimentosa	Giuseppe Gioachino Belli	1833				letteratura	sonetti	Indice:Sonetti romaneschi III.djvu	
306426	La concubbinazzione	Giuseppe Gioachino Belli	1832				letteratura	sonetti	Indice:Sonetti romaneschi II.djvu	
308633	La congregazzione	Giuseppe Gioachino Belli	1847				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
932467	La contadina	Victor Thouron	1911	occitano	Emanuele Portal	1911		poesie	Indice:Antologia provenzale, Hoepli, 1911.djvu	
932391	La coppa	Frédéric Mistral	1911	occitano	Emanuele Portal	1911		poesie	Indice:Antologia provenzale, Hoepli, 1911.djvu	
932508	La coppa dell'avvenire	Antonin Perbosc.	1911	occitano	Emanuele Portal	1911		poesie	Indice:Antologia provenzale, Hoepli, 1911.djvu	
306183	La corda ar Corzo	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
932450	La cornamusa	Albert Honde	1911	occitano	Emanuele Portal	1911		poesie	Indice:Antologia provenzale, Hoepli, 1911.djvu	
61581	La corona amorosa	Anonimo	XIII secolo				duecento	raccolte di poesie		
308362	La correzzion de li fijji	Giuseppe Gioachino Belli	1837				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
932555	La coscrizione	Denis Cassan	1911	occitano	Emanuele Portal	1911		poesie	Indice:Antologia provenzale, Hoepli, 1911.djvu	
827041	La Costituzione di Napoli	Gabriele Rossetti					Letteratura	Poesie	Indice:The Oxford book of Italian verse.djvu	
307057	La cratùra in fassciòla	Giuseppe Gioachino Belli	1835				letteratura	sonetti	Indice:Sonetti romaneschi IV.djvu	
307097	La crausura de le Moniche	Giuseppe Gioachino Belli	1835				letteratura	sonetti	Indice:Sonetti romaneschi IV.djvu	
306123	La creazzione der Monno	Giuseppe Gioachino Belli	1831				letteratura	sonetti	Indice:Sonetti romaneschi I.djvu	
307204	La cremenza minchiona	Giuseppe Gioachino Belli	1835				letteratura	sonetti	Indice:Sonetti romaneschi IV.djvu	
306497	La cresscita der zale e ddelle lettre	Giuseppe Gioachino Belli	1832				letteratura	sonetti	Indice:Sonetti romaneschi II.djvu	
86732	La Croce (Foscolo)	Ugo Foscolo	1796				letteratura	Odi		"Abbracciava il Creato immensa notte,
E nel deserto con ruggir feroce
Rompeano i turbi le sonanti grotte;
      Quando tuonar udii terribil voce
{{R|5}}Che dal sonno mi scosse, e all'aer in grembo 
Vidi alto balenar rovente Croce.
      Piovea di sangue e di fiammelle un nembo 
Cui sette Serafini a capo chino, 
Onde raccôr, stendean l'aurato lembo;
      {{R|10}}E aprissi il Cielo, e scese un Cherubino 
Con un Calice in mano ov'era scritto 
A note di adamante: Amor Divino.
      E poi ch'ebbe tre volte circoscritto 
Lo spazio delle sfere, a posar venne 
{{R|15}}Sul tronco ove lavossi ogni delitto; 
      Indi abbracciollo, e Cantico solenne 
Coi Spiriti minori erse in dolore, 
Dolce battendo di fulgor le penne.
      E a me, cui maestà cerchiava il core, 
{{R|20}}Scrivi scrivi, gridò, ciò che vedrai, 
Chè queste son l'alt'opre del Signore.
      A lui per riverenza io m'atterrai, 
E al suon di tromba vidi in Orïente 
Splender igniti abbarbaglianti rai;
      {{R|25}}E venir vidi in leggiadria decente 
Amabil Verginella, alla cui fronte 
Ornamento facea candor lucente.
      Così non luce mai vermiglio il monte 
Cui batte il Sol di sera, e sì non luce 
{{R|30}}Sul mattin odoroso l'orizzonte. 
      Nube che fior sparpaglia la conduce 
Per l'aer leggiadramente, ed al suo lato 
Fervida stassi Carità per duce.
      Di mite venticel fragrante fiato 
{{R|35}}Spingea la bianca nube, e dir parea: 
In uffizio sì caro io son beato.
      E poi che giunse là 've risplendea 
L'augusta Croce, e di Angeli uno stuolo
Radïante corona la facea;
      {{R|40}}Troncò la nube candidetta il volo, 
E soffermossi a piè del Cherubino 
Che scese i Cieli maestoso e solo.
      Ed ei sul capo riverente e chino 
Dell'innocente Vergine la palma 
{{R|45}}Stese, e sparse su lei sermon divino; 
      E le dipinse la placida calma, 
Che ascosa al mondo sotto un puro ammanto 
Gode al raggio di Dio beata un'alma:
      E al suo parlar svegliossi da ogni canto 
{{R|50}}Un'indistinta soave armonia, 
Un dolce dolce amorosetto canto.
      Pinse come su i Cieli rifiorìa
D'amaranto immortale un vago serto 
Per chi l'inferno ed il peccato obblìa:
      {{R|55}}E al suo parlar vezzosamente aperto 
Si vide il prato ne' color più gai, 
E di fioretti amabili coperto.
      Del Paradiso le beltà vedrai, 
Le disse; e tutta a un tratto si cosperse 
{{R|60}}L'etra di gioja, di candor, di rai. 
      Ma tosto d'atro orror si ricoverse, 
Brontolàr tuoni, serpeggiaro lampi 
Quando a morte e a terror la bocca aperse,
      E pinse come per i negri campi
{{R|65}}Nelle tempeste l'alto Dio passeggia, 
E qual di fiamme e di bufere avvampi
      Piena d'aspri lion l'empirea reggia, 
E qual su nubi negro e sanguinose 
Con igneo brando la Giustizia seggia.
      {{R|70}}Tremante allor con luci timorose 
Si strinse alla sua duce la Donzella, 
E nel suo petto il volto si nascose.
      Poi s'alzava, qual dopo la procella 
Pian pian tragge dal nido il collo, e guata 
{{R|75}}L'impaurita ingenua colombella. 
      Indi com'ebbe alquanto confortata 
L'etereo messagger dolce e clemente 
La timidetta Vergine beata,
      Al labbro le appressò del rifulgente 
{{R|80}}Calice l'orlo, e con i lumi al Cielo 
Essa il libò pietosa e ubbidïente.
      Siccome spunta il Sol senza alcun velo, 
Ratto ell'arse negli occhi e nel sembiante 
Splendidamente di celeste zelo;
      {{R|85}}E più che al tergo avesse ed alle piante  
D'aquila i vanni, di salute al legno 
Lanciossi e affisse le sue labbia sante.
      Il maggior Cherubino allor fe' segno 
Ai sette Spirti, e rapidi il seguiro 
{{R|90}}Del firmamento vèr lo schiuso regno: 
      E in estasi di gioja e di martiro 
Lasciàr quell'Angioletta su la Croce, 
Che or lagrima spargeva ed or sospiro.
      Poi tutto sparve, chè tremenda voce 
{{R|95}}Rintuonò intorno, e da' lor cupi abissi 
Tornàr la notte e il turbine feroce,
      E ancor tremando quel che vidi io scrissi."
269617	La Croce (Pellico)	Silvio Pellico	1837				Letteratura	Poesie	Indice:Poesie inedite di Silvio Pellico I.djvu	
256078	La Crocifissione	Jacopone da Todi	XIII secolo				Duecento	Poesie	Indice:The Oxford book of Italian verse.djvu	
746949	La crudel Morte, nimica di vita	Pieraccio Tedaldi	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. II, 1920 – BEIC 1928827.djvu	
307175	La crudertà de Nerone	Giuseppe Gioachino Belli	1835				letteratura	sonetti	Indice:Sonetti romaneschi IV.djvu	
307207	La cuggnata de Marco Spacca	Giuseppe Gioachino Belli	1835				letteratura	sonetti	Indice:Sonetti romaneschi IV.djvu	
746686	La cui sentenza da rasgion si scosta	Monte Andrea	XIII secolo					sonetti	Indice:AA. VV. – Sonetti burleschi e realistici dei primi due secoli, Vol. I, 1920 – BEIC 1928288.djvu	
932455	La culla	Louis Maurel.	1911	occitano	Emanuele Portal	1911		poesie	Indice:Antologia provenzale, Hoepli, 1911.djvu	
308359	La cunculina rotta	Giuseppe Gioachino Belli	1837				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
307187	La cura sicura	Giuseppe Gioachino Belli	1835				letteratura	sonetti	Indice:Sonetti romaneschi IV.djvu	
306423	La curiosità (1832)	Giuseppe Gioachino Belli	1832				letteratura	sonetti	Indice:Sonetti romaneschi II.djvu	
309196	La curiosità (1833)	Giuseppe Gioachino Belli	1833				letteratura	sonetti	Indice:Sonetti romaneschi VI.djvu	
308898	La curiosità (1835)	Giuseppe Gioachino Belli	1835				letteratura	sonetti	Indice:Sonetti romaneschi IV.djvu	
308355	La cuscìna de sotto	Giuseppe Gioachino Belli	1837				letteratura	sonetti	Indice:Sonetti romaneschi V.djvu	
307234	La datìva riddoppiata	Giuseppe Gioachino Belli	1835				letteratura	sonetti	Indice:Sonetti romaneschi IV.djvu	
